datetime,casual,registered,count
2012-10-13 11:00,150.0,288.0,450.0
2012-05-01 12:00,57.0,195.0,266.0
2011-11-16 19:00,5.0,89.0,113.0
2012-07-09 22:00,30.0,160.0,202.0
2012-10-09 4:00,0.0,6.0,7.0
2012-03-09 8:00,11.0,464.0,401.0
2011-11-05 9:00,16.0,133.0,149.0
2012-05-12 20:00,142.0,260.0,391.0
2012-12-06 15:00,21.0,214.0,243.0
2011-11-07 23:00,7.0,54.0,59.0
2012-02-16 18:00,4.0,180.0,176.0
2011-09-07 18:00,13.0,148.0,154.0
2011-02-10 17:00,4.0,152.0,152.0
2011-06-14 20:00,37.0,217.0,273.0
2011-11-06 16:00,97.0,243.0,355.0
2012-11-14 13:00,27.0,228.0,252.0
2011-11-15 6:00,7.0,103.0,103.0
2012-10-12 18:00,49.0,534.0,564.0
2012-01-09 8:00,5.0,334.0,398.0
2011-05-05 21:00,29.0,166.0,184.0
2012-09-17 10:00,54.0,139.0,209.0
2012-08-18 9:00,103.0,254.0,341.0
2012-04-10 5:00,1.0,25.0,28.0
2011-11-11 10:00,18.0,150.0,165.0
2011-11-15 15:00,34.0,141.0,175.0
2012-03-01 18:00,39.0,537.0,655.0
2011-10-11 2:00,2.0,4.0,6.0
2011-04-16 3:00,3.0,9.0,15.0
2011-07-04 12:00,181.0,199.0,369.0
2011-04-05 8:00,4.0,90.0,53.0
2011-06-09 3:00,1.0,4.0,5.0
2011-04-19 3:00,1.0,3.0,4.0
2011-12-02 4:00,0.0,4.0,4.0
2011-10-04 19:00,29.0,302.0,345.0
2012-12-12 18:00,18.0,457.0,497.0
2012-06-11 7:00,20.0,453.0,379.0
2011-12-10 14:00,58.0,176.0,243.0
2012-04-19 2:00,1.0,6.0,7.0
2012-04-08 13:00,184.0,296.0,545.0
2012-04-04 6:00,6.0,109.0,120.0
2012-01-16 23:00,2.0,38.0,39.0
2011-09-12 16:00,59.0,234.0,306.0
2011-05-07 11:00,109.0,203.0,303.0
2012-07-01 15:00,143.0,250.0,397.0
2011-01-15 13:00,18.0,76.0,99.0
2012-03-06 2:00,0.0,3.0,4.0
2011-02-15 1:00,1.0,4.0,4.0
2011-11-09 13:00,27.0,155.0,182.0
2011-09-19 21:00,26.0,138.0,168.0
2012-07-02 8:00,36.0,556.0,648.0
2011-03-09 15:00,15.0,67.0,76.0
2011-09-05 11:00,130.0,145.0,242.0
2012-12-09 0:00,7.0,94.0,100.0
2011-06-08 3:00,0.0,4.0,5.0
2011-03-13 3:00,4.0,11.0,15.0
2011-01-05 19:00,3.0,92.0,96.0
2012-10-01 18:00,51.0,544.0,529.0
2011-08-14 19:00,97.0,158.0,262.0
2011-06-04 2:00,15.0,45.0,62.0
2012-09-19 11:00,65.0,216.0,272.0
2012-06-15 11:00,80.0,216.0,308.0
2011-03-15 9:00,7.0,113.0,125.0
2012-06-09 11:00,219.0,300.0,531.0
2012-02-07 12:00,15.0,164.0,172.0
2012-03-11 22:00,23.0,83.0,95.0
2012-11-19 13:00,38.0,208.0,253.0
2012-04-05 4:00,1.0,5.0,5.0
2011-02-03 15:00,4.0,58.0,65.0
2012-02-12 23:00,1.0,38.0,34.0
2011-05-18 17:00,57.0,420.0,483.0
2012-02-17 20:00,11.0,201.0,199.0
2011-07-07 3:00,1.0,4.0,5.0
2011-04-06 11:00,19.0,62.0,95.0
2012-06-12 14:00,13.0,89.0,100.0
2012-06-06 11:00,69.0,204.0,266.0
2011-10-19 15:00,7.0,56.0,70.0
2012-05-06 2:00,11.0,48.0,71.0
2011-05-18 12:00,11.0,82.0,104.0
2012-07-08 19:00,113.0,240.0,341.0
2012-07-09 16:00,77.0,322.0,411.0
2011-07-08 4:00,1.0,5.0,6.0
2012-10-07 20:00,32.0,158.0,190.0
2011-12-14 5:00,0.0,17.0,15.0
2011-03-08 22:00,6.0,44.0,46.0
2012-04-15 11:00,213.0,255.0,459.0
2012-11-15 15:00,30.0,216.0,256.0
2012-08-11 13:00,219.0,302.0,540.0
2011-03-18 19:00,63.0,185.0,277.0
2011-01-11 22:00,0.0,21.0,20.0
2011-09-05 23:00,10.0,40.0,58.0
2011-10-07 1:00,4.0,15.0,19.0
2011-11-09 20:00,14.0,181.0,199.0
2011-06-14 18:00,53.0,425.0,502.0
2011-02-08 20:00,2.0,69.0,70.0
2011-07-13 8:00,32.0,326.0,411.0
2012-12-11 6:00,1.0,119.0,113.0
2011-07-14 13:00,46.0,153.0,196.0
2012-12-06 10:00,14.0,144.0,158.0
2011-12-06 15:00,6.0,58.0,71.0
2011-09-03 12:00,146.0,244.0,368.0
2012-06-03 4:00,2.0,9.0,12.0
2012-02-14 22:00,6.0,105.0,109.0
2011-07-09 4:00,3.0,5.0,8.0
2012-05-06 19:00,96.0,243.0,343.0
2012-02-01 11:00,14.0,138.0,161.0
2011-12-13 6:00,1.0,65.0,75.0
2011-02-17 23:00,6.0,46.0,45.0
2011-12-14 8:00,8.0,349.0,389.0
2012-12-06 14:00,18.0,184.0,202.0
2012-02-19 22:00,2.0,50.0,58.0
2011-10-12 10:00,13.0,80.0,111.0
2012-07-05 12:00,59.0,203.0,264.0
2011-05-12 4:00,1.0,4.0,6.0
2011-10-13 6:00,3.0,59.0,67.0
2012-08-02 9:00,54.0,289.0,352.0
2012-06-04 9:00,47.0,281.0,320.0
2011-05-09 12:00,54.0,148.0,203.0
2011-02-17 20:00,13.0,122.0,146.0
2012-08-19 6:00,6.0,27.0,43.0
2012-06-10 16:00,191.0,312.0,498.0
2011-02-05 12:00,3.0,33.0,40.0
2011-12-03 17:00,48.0,220.0,313.0
2012-08-05 21:00,49.0,144.0,183.0
2011-12-13 23:00,3.0,49.0,64.0
2011-06-14 16:00,52.0,246.0,307.0
2011-05-05 23:00,10.0,70.0,74.0
2012-11-12 8:00,22.0,202.0,185.0
2012-10-19 11:00,35.0,205.0,238.0
2011-04-16 0:00,11.0,36.0,48.0
2011-11-09 17:00,29.0,438.0,486.0
2012-08-14 23:00,23.0,102.0,134.0
2012-03-04 14:00,104.0,195.0,276.0
2012-06-18 1:00,4.0,12.0,19.0
2012-05-19 14:00,267.0,297.0,584.0
2011-07-14 10:00,40.0,106.0,138.0
2012-05-03 4:00,1.0,5.0,6.0
2011-10-15 11:00,104.0,214.0,317.0
2012-04-13 1:00,3.0,16.0,22.0
2012-04-17 0:00,10.0,34.0,47.0
2011-02-02 5:00,-0.0,4.0,5.0
2011-03-15 7:00,5.0,107.0,113.0
2012-09-14 23:00,27.0,130.0,153.0
2012-03-17 19:00,83.0,268.0,328.0
2012-12-13 1:00,1.0,14.0,14.0
2012-06-09 20:00,142.0,270.0,399.0
2011-11-06 23:00,9.0,43.0,60.0
2012-12-06 13:00,18.0,216.0,219.0
2012-10-12 8:00,32.0,594.0,748.0
2011-07-12 8:00,38.0,342.0,419.0
2011-07-16 20:00,109.0,173.0,256.0
2011-04-18 4:00,1.0,3.0,3.0
2011-04-17 20:00,65.0,99.0,162.0
2012-12-12 23:00,6.0,96.0,92.0
2011-07-14 11:00,51.0,130.0,170.0
2011-05-10 18:00,64.0,430.0,522.0
2012-06-15 15:00,97.0,255.0,343.0
2011-12-03 18:00,27.0,183.0,218.0
2011-03-12 11:00,40.0,76.0,112.0
2012-08-02 14:00,72.0,185.0,249.0
2012-08-07 1:00,5.0,15.0,23.0
2011-11-04 23:00,8.0,76.0,89.0
2012-02-09 19:00,7.0,269.0,276.0
2012-04-02 13:00,60.0,170.0,245.0
2012-10-04 8:00,20.0,615.0,663.0
2012-04-13 9:00,43.0,265.0,327.0
2012-03-13 4:00,1.0,3.0,4.0
2012-09-16 3:00,5.0,24.0,32.0
2011-03-04 22:00,7.0,51.0,58.0
2012-07-02 2:00,3.0,7.0,9.0
2011-10-07 16:00,77.0,263.0,345.0
2012-12-11 12:00,21.0,197.0,234.0
2012-06-12 20:00,32.0,267.0,262.0
2011-03-01 18:00,12.0,218.0,216.0
2012-04-16 6:00,4.0,29.0,33.0
2012-06-06 3:00,0.0,5.0,6.0
2012-06-11 23:00,19.0,91.0,117.0
2012-03-07 20:00,21.0,260.0,296.0
2011-01-07 23:00,2.0,26.0,28.0
2011-07-06 2:00,3.0,7.0,9.0
2011-04-16 15:00,26.0,56.0,78.0
2011-03-08 8:00,7.0,249.0,244.0
2012-01-02 19:00,8.0,120.0,119.0
2012-06-02 23:00,34.0,137.0,173.0
2011-05-09 20:00,30.0,216.0,243.0
2011-06-10 7:00,25.0,244.0,282.0
2011-06-09 1:00,5.0,13.0,19.0
2011-06-14 3:00,2.0,4.0,4.0
2011-03-18 21:00,44.0,100.0,158.0
2011-06-13 8:00,24.0,354.0,421.0
2011-04-08 19:00,2.0,46.0,36.0
2012-12-02 4:00,1.0,9.0,10.0
2011-07-01 11:00,71.0,141.0,206.0
2011-10-16 18:00,77.0,214.0,319.0
2012-09-18 0:00,5.0,22.0,34.0
2011-10-14 7:00,9.0,138.0,133.0
2011-01-16 14:00,20.0,67.0,87.0
2012-08-12 14:00,218.0,283.0,512.0
2012-07-06 20:00,68.0,272.0,335.0
2012-08-11 1:00,19.0,82.0,99.0
2012-12-11 0:00,4.0,27.0,33.0
2011-07-16 11:00,154.0,211.0,322.0
2012-08-07 4:00,1.0,7.0,7.0
2011-09-01 1:00,4.0,13.0,17.0
2012-03-17 20:00,70.0,219.0,279.0
2012-11-18 1:00,8.0,70.0,80.0
2011-09-02 14:00,60.0,147.0,209.0
2011-07-04 5:00,4.0,8.0,11.0
2012-11-13 1:00,1.0,9.0,10.0
2011-02-15 11:00,7.0,52.0,60.0
2011-04-09 9:00,16.0,66.0,84.0
2011-10-04 11:00,32.0,122.0,172.0
2012-06-14 1:00,4.0,20.0,24.0
2011-02-12 14:00,37.0,77.0,133.0
2011-06-15 4:00,1.0,5.0,5.0
2012-05-08 7:00,24.0,435.0,475.0
2011-09-10 11:00,136.0,213.0,304.0
2012-01-19 22:00,3.0,81.0,90.0
2012-10-03 20:00,51.0,334.0,425.0
2011-08-02 12:00,46.0,143.0,186.0
2011-10-10 11:00,114.0,170.0,219.0
2012-01-07 13:00,76.0,195.0,305.0
2011-01-06 5:00,-0.0,5.0,5.0
2012-02-02 16:00,20.0,252.0,266.0
2012-03-13 20:00,39.0,285.0,328.0
2011-02-02 1:00,0.0,3.0,4.0
2012-04-07 13:00,209.0,268.0,527.0
2011-12-01 17:00,16.0,389.0,419.0
2012-07-11 2:00,2.0,8.0,9.0
2011-05-01 0:00,14.0,54.0,72.0
2012-03-04 8:00,13.0,70.0,75.0
2011-11-01 19:00,18.0,265.0,303.0
2011-11-18 17:00,22.0,382.0,409.0
2012-06-10 4:00,5.0,9.0,12.0
2011-06-02 6:00,12.0,114.0,124.0
2011-07-02 4:00,2.0,6.0,9.0
2011-08-16 14:00,47.0,134.0,180.0
2012-04-03 1:00,1.0,10.0,13.0
2012-05-05 11:00,164.0,296.0,443.0
2011-01-09 1:00,0.0,18.0,13.0
2012-05-08 12:00,55.0,187.0,264.0
2012-09-05 21:00,27.0,226.0,232.0
2012-04-02 9:00,27.0,238.0,270.0
2012-07-10 19:00,42.0,301.0,360.0
2012-04-17 18:00,92.0,657.0,696.0
2012-03-08 11:00,32.0,156.0,205.0
2012-05-03 15:00,69.0,230.0,301.0
2012-04-15 14:00,248.0,260.0,482.0
2011-07-12 2:00,3.0,5.0,9.0
2011-08-14 11:00,80.0,162.0,247.0
2012-06-11 20:00,53.0,281.0,348.0
2012-09-03 3:00,7.0,12.0,23.0
2012-09-03 6:00,6.0,22.0,29.0
2011-01-03 0:00,1.0,6.0,9.0
2011-06-06 4:00,1.0,3.0,4.0
2011-06-06 22:00,27.0,118.0,156.0
2012-07-04 21:00,65.0,203.0,252.0
2012-03-09 15:00,48.0,199.0,248.0
2011-02-02 15:00,10.0,71.0,87.0
2012-12-10 13:00,6.0,115.0,118.0
2011-10-19 5:00,1.0,14.0,16.0
2011-09-16 0:00,7.0,26.0,32.0
2011-01-18 19:00,2.0,86.0,86.0
2011-06-13 2:00,2.0,4.0,7.0
2012-04-17 22:00,33.0,142.0,166.0
2011-09-19 12:00,38.0,137.0,185.0
2012-10-13 4:00,2.0,9.0,9.0
2012-05-09 6:00,5.0,118.0,113.0
2012-12-01 3:00,3.0,20.0,23.0
2011-06-09 16:00,37.0,190.0,248.0
2011-09-15 15:00,34.0,137.0,178.0
2011-03-13 7:00,7.0,14.0,26.0
2011-05-15 10:00,57.0,164.0,248.0
2011-06-19 3:00,11.0,20.0,29.0
2012-08-18 17:00,245.0,378.0,592.0
2012-08-17 7:00,31.0,462.0,472.0
2011-02-12 20:00,4.0,57.0,63.0
2011-08-18 0:00,7.0,36.0,42.0
2011-07-19 0:00,10.0,27.0,39.0
2011-07-12 20:00,47.0,208.0,275.0
2012-12-19 13:00,26.0,233.0,260.0
2012-01-01 23:00,9.0,44.0,51.0
2011-07-14 8:00,30.0,338.0,421.0
2011-05-09 18:00,68.0,426.0,495.0
2011-03-13 13:00,119.0,134.0,244.0
2011-07-18 20:00,48.0,209.0,266.0
2011-11-18 12:00,19.0,161.0,177.0
2012-09-10 21:00,33.0,228.0,274.0
2012-07-06 18:00,92.0,568.0,636.0
2011-12-19 6:00,1.0,77.0,83.0
2011-07-16 6:00,6.0,13.0,14.0
2011-03-01 1:00,1.0,3.0,4.0
2012-07-07 14:00,181.0,243.0,428.0
2012-06-04 12:00,77.0,216.0,294.0
2011-01-16 21:00,2.0,25.0,30.0
2011-06-09 4:00,1.0,5.0,6.0
2011-05-05 3:00,1.0,2.0,4.0
2011-10-11 18:00,32.0,322.0,367.0
2011-08-06 20:00,46.0,98.0,164.0
2011-01-02 0:00,5.0,30.0,30.0
2012-07-03 20:00,41.0,218.0,286.0
2011-06-04 6:00,12.0,25.0,29.0
2011-03-06 20:00,1.0,11.0,12.0
2011-09-11 11:00,128.0,201.0,301.0
2011-04-05 19:00,14.0,132.0,158.0
2011-04-01 6:00,1.0,35.0,32.0
2011-12-17 10:00,18.0,125.0,142.0
2011-03-09 14:00,12.0,62.0,73.0
2011-05-14 6:00,7.0,13.0,20.0
2012-08-18 8:00,36.0,186.0,202.0
2012-03-05 0:00,2.0,15.0,19.0
2012-12-17 23:00,3.0,71.0,72.0
2011-02-07 8:00,2.0,213.0,183.0
2012-10-19 14:00,87.0,252.0,362.0
2012-07-05 10:00,56.0,146.0,193.0
2012-02-08 12:00,8.0,142.0,130.0
2011-08-04 9:00,31.0,182.0,220.0
2011-12-12 22:00,4.0,83.0,90.0
2011-03-08 16:00,19.0,105.0,110.0
2012-07-09 6:00,3.0,80.0,93.0
2011-01-02 11:00,27.0,43.0,51.0
2011-03-12 8:00,7.0,29.0,40.0
2011-03-12 22:00,19.0,44.0,62.0
2011-02-03 7:00,1.0,88.0,88.0
2011-05-16 2:00,3.0,4.0,8.0
2012-08-03 13:00,90.0,219.0,306.0
2012-08-19 15:00,163.0,279.0,456.0
2012-12-11 18:00,17.0,488.0,510.0
2011-11-05 21:00,17.0,118.0,137.0
2012-03-05 9:00,9.0,204.0,216.0
2011-03-05 7:00,2.0,14.0,19.0
2012-07-08 20:00,90.0,183.0,265.0
2011-05-02 21:00,40.0,142.0,177.0
2012-09-12 19:00,63.0,488.0,559.0
2012-08-03 7:00,27.0,440.0,423.0
2012-09-06 6:00,5.0,130.0,143.0
2011-05-08 16:00,183.0,257.0,430.0
2011-09-15 10:00,37.0,99.0,137.0
2011-09-19 19:00,37.0,295.0,353.0
2012-07-16 1:00,4.0,13.0,20.0
2011-07-18 12:00,56.0,135.0,193.0
2012-09-13 13:00,75.0,255.0,316.0
2012-11-05 8:00,16.0,504.0,688.0
2011-02-16 12:00,10.0,71.0,89.0
2012-10-15 1:00,2.0,13.0,14.0
2011-06-15 7:00,18.0,246.0,275.0
2011-07-12 15:00,41.0,121.0,164.0
2012-04-08 17:00,215.0,298.0,505.0
2011-12-11 13:00,35.0,207.0,270.0
2011-01-10 16:00,6.0,65.0,70.0
2012-05-08 9:00,35.0,261.0,326.0
2011-09-12 21:00,38.0,139.0,177.0
2011-07-05 21:00,40.0,152.0,189.0
2012-09-08 12:00,194.0,340.0,553.0
2012-04-05 11:00,32.0,142.0,206.0
2011-10-17 20:00,30.0,199.0,243.0
2012-02-18 16:00,75.0,227.0,293.0
2011-04-15 7:00,6.0,41.0,56.0
2011-07-06 6:00,7.0,104.0,118.0
2011-09-19 11:00,35.0,105.0,158.0
2012-03-14 22:00,23.0,135.0,156.0
2011-11-17 6:00,3.0,79.0,86.0
2012-11-16 20:00,21.0,260.0,292.0
2011-06-10 0:00,8.0,36.0,46.0
2012-01-19 5:00,0.0,11.0,11.0
2012-05-15 15:00,59.0,203.0,262.0
2011-01-16 16:00,14.0,64.0,81.0
2012-08-15 6:00,6.0,146.0,141.0
2012-08-07 14:00,69.0,183.0,253.0
2012-05-10 11:00,52.0,183.0,254.0
2011-02-13 17:00,34.0,95.0,146.0
2012-02-10 7:00,3.0,203.0,205.0
2012-10-17 12:00,56.0,244.0,298.0
2011-01-01 19:00,4.0,24.0,26.0
2012-08-15 1:00,5.0,20.0,24.0
2011-03-09 12:00,11.0,71.0,78.0
2011-01-09 4:00,-0.0,2.0,2.0
2012-06-17 11:00,162.0,272.0,428.0
2011-05-18 19:00,12.0,118.0,137.0
2012-12-08 7:00,5.0,64.0,69.0
2011-07-10 7:00,18.0,47.0,71.0
2012-02-19 10:00,22.0,112.0,134.0
2011-06-18 17:00,164.0,249.0,426.0
2012-04-18 8:00,26.0,307.0,305.0
2011-07-01 7:00,24.0,230.0,301.0
2011-08-19 19:00,29.0,192.0,235.0
2011-05-09 0:00,10.0,27.0,33.0
2011-07-04 0:00,28.0,57.0,98.0
2012-06-17 23:00,24.0,87.0,106.0
2011-11-13 23:00,13.0,55.0,63.0
2012-11-03 17:00,78.0,266.0,418.0
2012-04-13 2:00,2.0,8.0,10.0
2012-10-08 19:00,40.0,276.0,293.0
2011-06-16 12:00,35.0,158.0,204.0
2011-10-07 4:00,1.0,5.0,5.0
2011-02-05 17:00,4.0,49.0,63.0
2011-10-08 14:00,201.0,207.0,373.0
2011-01-07 7:00,2.0,83.0,79.0
2011-02-16 3:00,0.0,2.0,2.0
2011-06-12 4:00,3.0,6.0,8.0
2012-05-04 12:00,31.0,112.0,146.0
2011-11-15 12:00,29.0,148.0,183.0
2012-05-12 3:00,8.0,19.0,26.0
2012-04-12 15:00,72.0,194.0,258.0
2011-03-09 9:00,6.0,126.0,109.0
2011-09-13 7:00,15.0,283.0,280.0
2011-06-14 10:00,37.0,101.0,138.0
2012-12-15 2:00,5.0,48.0,42.0
2012-03-15 5:00,1.0,21.0,24.0
2011-06-10 3:00,1.0,4.0,6.0
2012-12-07 12:00,22.0,209.0,247.0
2012-01-11 18:00,3.0,156.0,128.0
2012-12-16 10:00,37.0,193.0,252.0
2012-07-03 6:00,7.0,144.0,158.0
2012-08-03 3:00,1.0,7.0,7.0
2011-03-15 0:00,2.0,11.0,16.0
2012-01-15 7:00,2.0,17.0,17.0
2012-02-11 2:00,2.0,26.0,24.0
2011-09-11 10:00,104.0,192.0,280.0
2012-10-14 13:00,219.0,354.0,636.0
2011-04-18 6:00,4.0,61.0,57.0
2011-06-11 8:00,35.0,97.0,154.0
2012-01-01 6:00,1.0,4.0,6.0
2011-04-12 13:00,20.0,67.0,103.0
2012-10-03 13:00,48.0,215.0,270.0
2012-08-06 3:00,1.0,5.0,5.0
2012-08-19 9:00,83.0,149.0,255.0
2012-06-19 17:00,85.0,693.0,775.0
2012-05-08 22:00,11.0,74.0,99.0
2012-11-06 8:00,11.0,508.0,608.0
2011-04-05 1:00,3.0,9.0,11.0
2011-07-18 2:00,3.0,5.0,9.0
2011-10-14 13:00,36.0,168.0,222.0
2011-02-09 20:00,1.0,33.0,35.0
2012-06-18 12:00,23.0,101.0,131.0
2011-05-01 15:00,124.0,182.0,305.0
2011-09-01 8:00,29.0,482.0,492.0
2012-04-04 1:00,4.0,13.0,16.0
2012-07-14 18:00,97.0,275.0,317.0
2012-10-16 9:00,41.0,312.0,375.0
2011-03-13 9:00,25.0,48.0,74.0
2012-09-15 23:00,38.0,141.0,178.0
2012-11-12 23:00,17.0,95.0,102.0
2012-08-05 18:00,102.0,218.0,347.0
2012-02-12 10:00,4.0,71.0,80.0
2011-07-07 19:00,49.0,289.0,384.0
2011-02-16 14:00,16.0,78.0,105.0
2012-10-11 9:00,27.0,330.0,339.0
2011-11-03 14:00,28.0,138.0,174.0
2011-01-03 10:00,4.0,42.0,51.0
2012-07-17 22:00,36.0,165.0,209.0
2012-03-02 23:00,8.0,71.0,89.0
2011-03-12 12:00,45.0,94.0,141.0
2011-09-02 1:00,4.0,14.0,18.0
2012-11-15 4:00,1.0,7.0,7.0
2011-05-10 23:00,15.0,65.0,69.0
2011-10-18 12:00,50.0,154.0,198.0
2012-03-12 22:00,21.0,122.0,144.0
2012-10-05 0:00,13.0,61.0,79.0
2011-07-13 10:00,41.0,100.0,140.0
2011-05-18 20:00,10.0,85.0,91.0
2011-11-07 13:00,38.0,148.0,183.0
2011-04-02 15:00,20.0,56.0,59.0
2012-03-18 16:00,110.0,224.0,395.0
2012-03-10 5:00,0.0,5.0,6.0
2011-02-19 15:00,39.0,72.0,118.0
2011-02-11 1:00,0.0,5.0,5.0
2011-01-11 18:00,1.0,65.0,65.0
2011-10-19 23:00,6.0,48.0,54.0
2011-03-16 12:00,21.0,72.0,85.0
2012-01-14 2:00,2.0,25.0,22.0
2011-06-02 23:00,18.0,85.0,104.0
2011-01-09 12:00,9.0,67.0,77.0
2012-05-13 14:00,211.0,274.0,489.0
2012-04-11 16:00,34.0,238.0,330.0
2012-11-09 19:00,20.0,325.0,362.0
2012-08-02 5:00,2.0,41.0,41.0
2012-11-03 21:00,22.0,183.0,211.0
2011-01-05 23:00,1.0,21.0,23.0
2012-08-02 10:00,59.0,156.0,211.0
2012-05-15 12:00,54.0,214.0,263.0
2011-04-15 23:00,16.0,50.0,60.0
2011-02-13 4:00,1.0,3.0,3.0
2011-01-05 6:00,1.0,30.0,31.0
2012-01-04 22:00,2.0,78.0,90.0
2011-05-06 22:00,29.0,149.0,166.0
2012-08-09 7:00,14.0,425.0,413.0
2011-12-19 23:00,6.0,63.0,64.0
2011-06-11 1:00,19.0,58.0,80.0
2012-06-19 20:00,54.0,315.0,379.0
2011-09-11 1:00,13.0,51.0,58.0
2012-02-13 22:00,4.0,88.0,94.0
2012-02-01 9:00,11.0,254.0,264.0
2012-08-15 8:00,47.0,578.0,557.0
2012-03-02 8:00,12.0,485.0,513.0
2011-08-03 1:00,5.0,13.0,17.0
2011-12-02 6:00,1.0,69.0,81.0
2011-11-03 8:00,12.0,417.0,401.0
2011-03-05 2:00,3.0,21.0,20.0
2011-11-14 2:00,3.0,4.0,7.0
2012-02-04 5:00,1.0,6.0,6.0
2012-09-14 14:00,96.0,225.0,322.0
2012-05-13 13:00,192.0,330.0,594.0
2011-07-01 15:00,69.0,158.0,230.0
2012-08-11 19:00,50.0,189.0,242.0
2011-07-15 4:00,1.0,5.0,6.0
2012-01-16 4:00,0.0,3.0,2.0
2011-11-04 13:00,26.0,165.0,191.0
2012-10-16 14:00,57.0,224.0,279.0
2011-08-10 20:00,41.0,216.0,258.0
2011-01-05 2:00,0.0,2.0,2.0
2011-12-09 23:00,6.0,70.0,98.0
2011-12-15 13:00,15.0,147.0,162.0
2011-11-16 23:00,5.0,41.0,50.0
2012-07-18 8:00,47.0,561.0,617.0
2012-05-04 3:00,1.0,5.0,8.0
2012-06-18 19:00,47.0,406.0,451.0
2012-02-12 2:00,1.0,18.0,20.0
2011-06-04 15:00,186.0,198.0,347.0
2011-01-03 19:00,2.0,87.0,86.0
2011-02-09 19:00,1.0,45.0,48.0
2012-07-05 1:00,5.0,18.0,20.0
2012-11-09 15:00,74.0,250.0,320.0
2011-12-06 9:00,7.0,122.0,144.0
2012-07-12 1:00,4.0,19.0,24.0
2011-04-19 10:00,24.0,66.0,101.0
2012-03-16 23:00,7.0,69.0,77.0
2011-07-07 10:00,42.0,101.0,135.0
2011-02-13 14:00,49.0,79.0,106.0
2012-04-18 19:00,25.0,310.0,379.0
2012-01-15 21:00,4.0,74.0,83.0
2012-09-17 14:00,61.0,184.0,267.0
2012-04-12 0:00,4.0,29.0,33.0
2012-01-11 20:00,1.0,63.0,60.0
2011-09-11 20:00,67.0,129.0,202.0
2012-08-09 17:00,96.0,665.0,735.0
2011-02-05 22:00,4.0,33.0,39.0
2012-02-13 19:00,7.0,281.0,261.0
2011-03-04 5:00,0.0,6.0,6.0
2011-07-12 23:00,23.0,75.0,98.0
2011-04-08 5:00,0.0,12.0,12.0
2012-08-03 9:00,58.0,322.0,382.0
2011-12-17 19:00,4.0,83.0,94.0
2012-06-10 11:00,205.0,284.0,490.0
2012-02-19 14:00,50.0,183.0,264.0
2012-06-06 16:00,74.0,360.0,448.0
2012-02-10 19:00,9.0,242.0,249.0
2011-03-15 12:00,15.0,70.0,85.0
2012-08-19 1:00,19.0,81.0,91.0
2012-09-19 0:00,7.0,40.0,45.0
2011-09-08 11:00,9.0,62.0,85.0
2011-07-15 8:00,45.0,369.0,356.0
2012-11-15 8:00,18.0,513.0,725.0
2011-12-08 10:00,7.0,85.0,91.0
2011-07-09 16:00,187.0,234.0,396.0
2011-01-01 16:00,23.0,56.0,94.0
2011-01-06 13:00,7.0,63.0,67.0
2012-02-12 9:00,4.0,54.0,65.0
2011-10-19 22:00,7.0,70.0,87.0
2011-12-13 19:00,9.0,238.0,255.0
2011-09-05 8:00,41.0,86.0,138.0
2011-09-17 18:00,71.0,157.0,294.0
2012-08-14 11:00,61.0,183.0,247.0
2012-08-18 10:00,140.0,270.0,409.0
2011-03-18 22:00,38.0,89.0,146.0
2012-03-07 2:00,1.0,4.0,4.0
2012-01-10 2:00,1.0,3.0,5.0
2011-10-17 8:00,23.0,363.0,447.0
2012-03-03 9:00,9.0,94.0,106.0
2012-05-18 17:00,120.0,691.0,794.0
2011-09-12 19:00,54.0,310.0,393.0
2011-08-18 22:00,28.0,128.0,154.0
2012-06-01 8:00,19.0,547.0,497.0
2012-07-02 22:00,32.0,160.0,213.0
2011-03-08 23:00,3.0,24.0,28.0
2012-03-02 1:00,2.0,13.0,16.0
2012-05-17 15:00,75.0,237.0,294.0
2012-10-15 18:00,34.0,451.0,424.0
2012-04-16 23:00,30.0,95.0,136.0
2011-12-02 8:00,7.0,298.0,365.0
2012-04-09 14:00,78.0,167.0,247.0
2011-03-05 10:00,16.0,57.0,70.0
2011-05-05 1:00,2.0,10.0,13.0
2012-12-03 16:00,59.0,357.0,450.0
2012-09-19 23:00,14.0,104.0,131.0
2012-11-04 18:00,56.0,235.0,301.0
2012-12-04 13:00,40.0,213.0,266.0
2011-06-10 14:00,63.0,143.0,207.0
2012-12-06 16:00,20.0,295.0,325.0
2011-02-01 16:00,5.0,73.0,70.0
2011-12-13 15:00,16.0,146.0,163.0
2011-12-01 4:00,0.0,5.0,5.0
2012-10-18 22:00,12.0,141.0,145.0
2012-01-04 3:00,0.0,2.0,2.0
2012-05-01 15:00,65.0,193.0,265.0
2011-08-07 16:00,101.0,176.0,323.0
2012-05-13 2:00,10.0,52.0,73.0
2011-01-15 21:00,6.0,44.0,56.0
2012-12-04 2:00,1.0,6.0,9.0
2011-09-10 5:00,2.0,8.0,10.0
2011-12-03 9:00,13.0,111.0,132.0
2012-07-01 6:00,7.0,22.0,30.0
2011-05-12 6:00,6.0,88.0,77.0
2012-04-17 3:00,1.0,4.0,6.0
2012-05-19 19:00,176.0,329.0,468.0
2012-08-03 4:00,1.0,7.0,8.0
2012-08-04 0:00,34.0,120.0,144.0
2011-09-02 10:00,43.0,103.0,147.0
2012-03-06 4:00,0.0,2.0,2.0
