id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0110646,1,2016-06-26 5:05,2016-06-26 5:10,1,-73.99549866,40.75939941,-73.9998703,40.74842834,N,306
id0710805,2,2016-02-24 22:36,2016-02-24 22:41,1,-73.98232269,40.74002075,-73.98265076,40.72972107,N,306
id3577110,1,2016-05-01 12:02,2016-05-01 12:07,3,-73.97959137,40.78578186,-73.98236084,40.77553177,N,309
id3682100,2,2016-04-10 23:05,2016-04-10 23:11,1,-73.98391724,40.74353027,-74.00145721,40.74657059,N,317
id1672493,1,2016-04-23 12:05,2016-04-23 12:10,1,-73.99765015,40.75667572,-73.99038696,40.76082993,N,336
id1990324,2,2016-03-07 22:07,2016-03-07 22:12,1,-73.9526825,40.77638626,-73.95630646,40.76720047,N,306
id1885987,2,2016-03-29 8:56,2016-03-29 9:01,1,-73.95880127,40.76416016,-73.95075226,40.77845001,N,323
id1330334,2,2016-06-18 0:07,2016-06-18 0:12,6,-73.95214081,40.71522522,-73.95951843,40.69509125,N,314
id2510540,2,2016-01-16 11:07,2016-01-16 11:12,1,-73.98165131,40.77838516,-73.96794891,40.79294205,N,303
id0311766,1,2016-01-01 2:03,2016-01-01 2:09,1,-73.95580292,40.78783035,-73.97424316,40.76227951,N,344
id2865351,2,2016-06-16 23:33,2016-06-16 23:38,1,-73.95276642,40.7140007,-73.93332672,40.71392822,N,329
id0492441,1,2016-01-01 20:31,2016-01-01 20:36,1,-74.00426483,40.73801422,-74.00596619,40.74848938,N,300
id0441735,1,2016-05-16 23:12,2016-05-16 23:17,1,-73.9841156,40.73350906,-73.98731232,40.72243118,N,313
id1976378,1,2016-04-20 5:56,2016-04-20 6:02,1,-74.00448608,40.72409058,-73.98395538,40.75553131,N,335
id1412151,2,2016-01-30 23:23,2016-01-30 23:28,2,-73.99033356,40.75669098,-73.98068237,40.75701904,N,331
id2200166,1,2016-02-18 21:45,2016-02-18 21:50,1,-73.98146057,40.7439537,-73.9794693,40.74965286,N,328
id2836472,2,2016-02-12 12:52,2016-02-12 12:57,1,-73.98672485,40.73711395,-73.99353027,40.73593521,N,301
id2169627,1,2016-02-20 9:21,2016-02-20 9:26,1,-74.00064087,40.74766922,-74.00228119,40.73451996,N,333
id1591158,1,2016-06-08 9:29,2016-06-08 9:35,1,-73.9666748,40.78931046,-73.95644379,40.77978134,N,338
id3988631,1,2016-03-24 15:24,2016-03-24 15:30,1,-73.96599579,40.7899971,-73.96211243,40.77728271,N,335
id0766347,2,2016-06-16 10:17,2016-06-16 10:22,1,-73.98073578,40.75440979,-73.9905777,40.7400856,N,318
id2289689,1,2016-01-15 18:17,2016-01-15 18:22,1,-74.00701141,40.7050209,-74.01197052,40.70731354,N,335
id1815756,2,2016-03-27 1:50,2016-03-27 1:55,1,-74.00125122,40.73135376,-73.99092102,40.73734665,N,308
id1323718,1,2016-04-23 16:32,2016-04-23 16:37,1,-73.98168945,40.7285347,-73.99256134,40.73556137,N,326
id3363081,1,2016-03-23 21:08,2016-03-23 21:14,2,-73.98782349,40.7383194,-73.97677612,40.74736786,N,345
id0740625,1,2016-02-01 22:49,2016-02-01 22:54,1,-73.97281647,40.75848389,-73.96356964,40.77450562,N,315
id1228522,1,2016-02-19 17:58,2016-02-19 18:04,1,-73.97166443,40.75880814,-73.96453094,40.75491714,N,349
id0503560,1,2016-02-04 19:38,2016-02-04 19:43,1,-73.97536469,40.76065063,-73.98332977,40.74969482,N,334
id2973981,1,2016-03-14 16:02,2016-03-14 16:08,3,-73.95249176,40.77671432,-73.95987701,40.76610565,N,342
id1019394,2,2016-01-06 8:54,2016-01-06 9:00,1,-73.96561432,40.76247406,-73.95674133,40.78016663,N,308
id1830970,1,2016-03-05 23:26,2016-03-05 23:31,2,-73.9719162,40.75729752,-73.98448944,40.74844742,N,321
id1214725,2,2016-05-14 17:00,2016-05-14 17:05,1,-73.97420502,40.76312637,-73.96638489,40.76176834,N,321
id1249355,2,2016-03-30 9:55,2016-03-30 10:01,1,-73.98506165,40.75838089,-73.9776535,40.75489044,N,337
id3576251,1,2016-04-10 3:07,2016-04-10 3:12,1,-73.98989868,40.71894455,-73.94845581,40.72276688,N,342
id2505100,2,2016-01-07 2:05,2016-01-07 2:11,2,-74.00276184,40.74951935,-73.98258209,40.74934006,N,347
id1784966,1,2016-02-01 11:17,2016-02-01 11:22,2,-73.94535065,40.78013229,-73.95567322,40.77952576,N,309
id0283700,1,2016-02-01 14:01,2016-02-01 14:06,1,-73.92799377,40.76985168,-73.92043304,40.76295471,N,332
id1934500,2,2016-04-15 10:59,2016-04-15 11:05,1,-74.00559235,40.72670746,-74.01432037,40.71735764,N,324
id3446823,1,2016-05-20 4:28,2016-05-20 4:33,1,-73.97987366,40.75885391,-73.99272156,40.76825714,N,330
id1901941,2,2016-03-05 15:40,2016-03-05 15:45,1,-73.97032166,40.76054764,-73.98167419,40.74398041,N,300
id1025334,2,2016-04-20 10:48,2016-04-20 10:54,2,-73.9720993,40.79669952,-73.96080017,40.80715942,N,319
id0393102,2,2016-03-14 21:03,2016-03-14 21:08,1,-73.98722076,40.74962997,-73.97511292,40.74441147,N,307
id3775412,2,2016-02-22 21:35,2016-02-22 21:40,1,-73.97743225,40.75865173,-73.98893738,40.75788116,N,323
id2796950,2,2016-01-26 8:36,2016-01-26 8:42,5,-73.9658432,40.75857925,-73.9728775,40.75268936,N,344
id2664199,2,2016-01-30 6:57,2016-01-30 7:02,2,-73.95126343,40.78612518,-73.97210693,40.79456329,N,344
id1490704,2,2016-02-17 15:48,2016-02-17 15:54,5,-74.0102005,40.70989609,-74.00898743,40.71754074,N,322
id3728038,2,2016-02-07 21:59,2016-02-07 22:05,1,-73.98226929,40.73989868,-73.98976898,40.72568893,N,309
id0164908,1,2016-06-28 6:56,2016-06-28 7:02,1,-73.96609497,40.76228714,-73.95816803,40.76477432,N,338
id0813882,1,2016-05-21 19:33,2016-05-21 19:38,2,-73.99567413,40.75939941,-73.98679352,40.76266861,N,332
id1362331,2,2016-03-10 23:58,2016-03-11 0:04,3,-73.98895264,40.72185135,-74.00285339,40.7285347,N,342
id0283974,2,2016-04-26 19:29,2016-04-26 19:35,5,-73.96880341,40.75753784,-73.95399475,40.77285385,N,328
id3696758,1,2016-03-05 10:40,2016-03-05 10:46,1,-73.96723938,40.77236176,-73.9701004,40.75988007,N,345
id0023792,2,2016-01-28 22:33,2016-01-28 22:38,3,-74.00893402,40.71531677,-73.99957275,40.73412323,N,328
id1591203,2,2016-03-13 4:31,2016-03-13 4:37,3,-73.99295807,40.7530365,-73.99295807,40.7530365,N,349
id3019307,1,2016-01-09 13:31,2016-01-09 13:36,1,-73.95713043,40.76219177,-73.96808624,40.76805496,N,316
id3870857,1,2016-05-13 9:23,2016-05-13 9:29,1,-73.98768616,40.75514221,-73.9924469,40.73892975,N,342
id3591047,2,2016-06-16 6:54,2016-06-16 7:00,2,-73.99136353,40.75009918,-73.98256683,40.7527504,N,338
id0534385,1,2016-06-02 6:03,2016-06-02 6:08,1,-73.99669647,40.7624855,-73.99500275,40.74993515,Y,319
id1554335,2,2016-06-27 18:05,2016-06-27 18:11,4,-73.99813843,40.73376083,-73.99317932,40.74216461,N,344
id2997203,1,2016-03-31 10:16,2016-03-31 10:21,1,-73.99794006,40.74078369,-73.9983902,40.73317337,N,312
id2181762,1,2016-01-28 7:14,2016-01-28 7:20,1,-73.95823669,40.77312088,-73.95239258,40.76677322,N,331
id0431962,2,2016-04-05 7:22,2016-04-05 7:27,5,-73.97870636,40.77758026,-73.9845047,40.75948334,N,300
id2348183,1,2016-06-17 2:37,2016-06-17 2:42,1,-73.98548889,40.74165726,-74.0001297,40.73808289,N,300
id1359139,1,2016-06-09 14:19,2016-06-09 14:25,1,-73.99176025,40.75469971,-73.98504639,40.76605606,N,335
id1649389,2,2016-02-09 17:14,2016-02-09 17:19,1,-73.98821259,40.75452805,-74.0,40.74131393,N,335
id0290146,1,2016-04-02 15:09,2016-04-02 15:14,1,-73.9900589,40.74186707,-73.98048401,40.73691177,N,321
id3144212,2,2016-05-01 0:35,2016-05-01 0:40,5,-73.99000549,40.73024368,-73.99763489,40.74022293,N,327
id0436429,1,2016-06-05 2:27,2016-06-05 2:33,2,-73.98999786,40.76225281,-73.99902344,40.7455101,N,310
id0981481,1,2016-05-18 5:40,2016-05-18 5:45,1,-73.99053192,40.75608444,-73.98675537,40.75110626,N,329
id0280320,2,2016-03-15 17:02,2016-03-15 17:07,1,-73.95259857,40.77833557,-73.9495697,40.78443527,N,343
id0288508,1,2016-03-14 3:16,2016-03-14 3:21,2,-74.00408936,40.74184418,-73.99177551,40.73266602,N,307
id0438695,2,2016-01-12 8:31,2016-01-12 8:37,1,-73.98197174,40.76538849,-73.97186279,40.76031876,N,346
id2042893,1,2016-01-20 9:07,2016-01-20 9:12,1,-73.97492981,40.74225616,-73.98317719,40.73466492,N,328
id1469314,2,2016-01-05 17:48,2016-01-05 17:53,1,-73.99165344,40.72718048,-73.99485016,40.72120285,N,305
id1020638,1,2016-02-29 8:18,2016-02-29 8:23,1,-73.98719788,40.76078415,-73.97427368,40.75899887,N,315
id3381713,1,2016-03-26 10:37,2016-03-26 10:43,1,-73.98330688,40.76018143,-73.99794769,40.76483536,N,335
id1362576,2,2016-02-10 16:03,2016-02-10 16:08,1,-73.9908905,40.7455101,-73.99134064,40.74935913,N,304
id2330109,2,2016-03-07 18:48,2016-03-07 18:54,6,-73.97064209,40.7516098,-73.98065948,40.75442123,N,335
id2501700,1,2016-01-17 11:17,2016-01-17 11:23,1,-73.97808075,40.75226593,-73.98255157,40.75688171,N,325
id1448295,2,2016-04-30 1:07,2016-04-30 1:12,1,-73.98587799,40.73302841,-73.9801178,40.72391129,N,341
id2579233,1,2016-06-29 14:01,2016-06-29 14:06,1,-73.96231842,40.77306747,-73.95778656,40.77932358,N,308
id0032141,2,2016-06-08 18:36,2016-06-08 18:42,5,-73.96665192,40.76723862,-73.96268463,40.77562332,N,332
id0676754,1,2016-04-21 21:08,2016-04-21 21:14,1,-73.95017242,40.78012848,-73.95944977,40.77526093,N,335
id2759128,1,2016-04-19 14:54,2016-04-19 14:59,1,-73.98347473,40.77093887,-73.99066925,40.77006531,N,347
id0403986,1,2016-06-12 16:59,2016-06-12 17:05,1,-73.96379089,40.79805756,-73.97891235,40.77717972,N,340
id0974236,2,2016-01-15 12:10,2016-01-15 12:16,1,-73.96034241,40.7697258,-73.95627594,40.77805328,N,347
id2382064,2,2016-06-21 23:16,2016-06-21 23:21,5,-73.97519684,40.74570084,-73.97563934,40.73561096,N,303
id3521741,1,2016-06-09 7:58,2016-06-09 8:03,1,-74.00312042,40.74938965,-73.99090576,40.75587845,N,324
id2857402,2,2016-06-01 6:44,2016-06-01 6:49,1,-73.9684906,40.75402451,-73.97938538,40.75476456,N,339
id2673680,1,2016-01-28 13:10,2016-01-28 13:16,1,-73.98304749,40.75070953,-73.99177551,40.74419403,N,327
id3533185,1,2016-05-30 20:07,2016-05-30 20:12,1,-73.95827484,40.77292252,-73.96564484,40.7635994,N,313
id0997038,2,2016-03-21 23:14,2016-03-21 23:19,1,-73.9726181,40.75326157,-73.95729828,40.77774811,N,330
id1237966,2,2016-05-25 11:18,2016-05-25 11:24,1,-73.98241425,40.75110626,-73.9838028,40.74077225,N,325
id2309903,2,2016-02-12 7:58,2016-02-12 8:04,1,-73.97905731,40.76676178,-73.96826935,40.76718903,N,320
id1705443,2,2016-03-15 12:04,2016-03-15 12:10,1,-73.98382568,40.74979401,-73.99156952,40.7364769,N,327
id1235769,1,2016-02-11 21:44,2016-02-11 21:49,2,-73.98560333,40.74696732,-74.00113678,40.73918152,N,327
id1727769,2,2016-01-25 0:15,2016-01-25 0:20,1,-73.94788361,40.77479935,-73.95069885,40.78329086,N,323
id1399161,2,2016-03-07 7:12,2016-03-07 7:17,1,-73.99294281,40.75511932,-73.98577881,40.76025391,N,326
id1503748,1,2016-01-04 15:16,2016-01-04 15:22,1,-73.96225739,40.77933884,-73.97267914,40.78089905,N,345
id0180099,1,2016-04-05 10:48,2016-04-05 10:54,1,-73.98216248,40.77768707,-73.97831726,40.78828812,N,338
id3704356,1,2016-01-02 13:47,2016-01-02 13:52,3,-73.97232819,40.76530457,-73.9779129,40.76152039,N,310
id3280151,2,2016-03-20 22:23,2016-03-20 22:28,1,-73.98539734,40.75008011,-73.99544525,40.73758316,N,312
id1777990,2,2016-05-25 11:16,2016-05-25 11:22,1,-73.96341705,40.69190979,-73.96755219,40.69697189,N,325
id1608073,1,2016-06-27 19:17,2016-06-27 19:23,1,-73.97900391,40.74048233,-73.9892807,40.72639847,N,327
id0759164,2,2016-01-10 2:13,2016-01-10 2:19,1,-73.99176788,40.73115158,-73.99846649,40.73314667,N,338
id2205015,2,2016-03-09 16:53,2016-03-09 16:59,1,-74.0007782,40.74208832,-73.99295807,40.73688126,N,317
id0601486,1,2016-02-27 1:12,2016-02-27 1:17,1,-73.98199463,40.75746536,-73.98423004,40.7468071,N,306
id0129294,1,2016-04-14 21:27,2016-04-14 21:32,1,-73.96918488,40.76092148,-73.97907257,40.76031113,N,309
id1968032,2,2016-05-02 16:41,2016-05-02 16:46,1,-73.99547577,40.72504807,-73.98181915,40.73254013,N,347
id2539231,1,2016-05-07 22:26,2016-05-07 22:32,1,-73.98780823,40.72000885,-73.98266602,40.72797775,N,326
id3203473,2,2016-05-17 7:51,2016-05-17 7:56,2,-73.99968719,40.72692871,-73.99878693,40.73828888,N,313
id2214809,2,2016-01-16 6:44,2016-01-16 6:49,1,-73.99220276,40.74999619,-73.97390747,40.74404144,N,308
id2323420,2,2016-03-20 21:38,2016-03-20 21:44,1,-73.99806976,40.74090958,-74.01029968,40.71961975,N,336
id0762364,1,2016-05-21 8:58,2016-05-21 9:04,1,-73.99172974,40.75053406,-74.00538635,40.74991989,N,348
id0544256,2,2016-02-28 1:01,2016-02-28 1:06,1,-73.97398376,40.74707031,-73.98655701,40.73400879,N,336
id1689096,1,2016-02-27 10:31,2016-02-27 10:36,1,-74.00061035,40.74713898,-73.98992157,40.74347687,N,310
id2405283,1,2016-02-20 9:46,2016-02-20 9:51,1,-73.96569824,40.75864792,-73.97367859,40.75325775,N,347
id1228335,1,2016-01-15 19:30,2016-01-15 19:35,1,-73.95594025,40.77226639,-73.96343994,40.76216507,N,311
id3477589,2,2016-02-05 8:07,2016-02-05 8:13,1,-73.97917175,40.75209808,-73.98819733,40.7544136,N,341
id1418991,2,2016-06-02 9:42,2016-06-02 9:47,5,-73.96155548,40.76439285,-73.97077179,40.75508499,N,313
id2444245,2,2016-04-01 10:49,2016-04-01 10:54,2,-73.96353149,40.77157211,-73.9610672,40.7792511,N,315
id3623703,1,2016-02-25 19:34,2016-02-25 19:40,2,-73.99285889,40.7480278,-74.00518799,40.74656296,N,339
id0946396,1,2016-02-13 12:05,2016-02-13 12:10,1,-73.97780609,40.75728226,-73.9875412,40.75070572,N,335
id3919097,1,2016-01-16 12:57,2016-01-16 13:02,1,-73.97593689,40.74790955,-73.96614075,40.76170731,N,334
id3440447,1,2016-06-07 5:57,2016-06-07 6:03,1,-73.99052429,40.75618744,-73.97718811,40.76536942,N,345
id3022271,1,2016-03-25 8:29,2016-03-25 8:35,1,-73.98065186,40.77983093,-73.96899414,40.7674408,N,341
id2476280,1,2016-04-18 8:51,2016-04-18 8:56,1,-73.97503662,40.7928009,-73.98576355,40.77785873,N,324
id2808071,2,2016-04-04 17:03,2016-04-04 17:08,1,-73.97898102,40.77730179,-73.98554993,40.7680397,N,339
id2289954,2,2016-01-16 20:44,2016-01-16 20:50,1,-73.98439026,40.74337006,-73.99211884,40.74523163,N,325
id3865484,2,2016-03-07 10:22,2016-03-07 10:28,1,-74.01526642,40.7089653,-74.00933838,40.7152977,N,324
id1465326,1,2016-04-13 8:20,2016-04-13 8:26,1,-73.96948242,40.76292038,-73.97116852,40.75420761,N,334
id2211180,2,2016-05-27 6:30,2016-05-27 6:36,1,-73.98134613,40.77358627,-73.97200012,40.76356506,N,343
id3948963,2,2016-02-26 3:46,2016-02-26 3:51,2,-73.98343658,40.73176956,-73.99558258,40.72148895,N,325
id2037575,1,2016-06-20 19:13,2016-06-20 19:18,1,-73.97160339,40.76121902,-73.97361755,40.75492859,N,312
id1245320,2,2016-01-19 19:36,2016-01-19 19:41,4,-73.98616028,40.75734329,-73.99873352,40.75360107,N,311
id2837568,1,2016-01-30 10:17,2016-01-30 10:23,1,-73.98180389,40.74061966,-73.97648621,40.75178528,N,323
id2290001,1,2016-01-06 14:04,2016-01-06 14:09,1,-73.95304108,40.77826691,-73.95313263,40.78559875,N,331
id2898242,2,2016-02-15 11:34,2016-02-15 11:40,1,-73.95169067,40.78184891,-73.93907166,40.80519867,N,321
id3625687,1,2016-03-20 20:39,2016-03-20 20:45,1,-73.978302,40.78342438,-73.96044922,40.77896118,N,346
id1340189,2,2016-02-14 19:50,2016-02-14 19:56,1,-73.97817993,40.76290512,-73.98501587,40.76947784,N,322
id2739014,2,2016-05-11 23:20,2016-05-11 23:25,3,-73.99748993,40.72471237,-74.00811768,40.71123886,N,323
id3822741,2,2016-06-06 17:44,2016-06-06 17:49,1,-73.99076843,40.76889038,-73.99324036,40.7573204,N,320
id2832938,2,2016-03-06 3:16,2016-03-06 3:22,1,-73.98580933,40.73127365,-74.00247192,40.72769547,N,339
id1288162,2,2016-01-02 8:52,2016-01-02 8:58,1,-73.98114777,40.74726486,-73.99172211,40.74966431,N,344
id3779945,2,2016-01-11 15:23,2016-01-11 15:28,1,-73.96617126,40.76211166,-73.97109985,40.76192093,N,322
id3051132,2,2016-01-08 6:23,2016-01-08 6:28,1,-73.95549774,40.76824188,-73.96650696,40.76461029,N,306
id3708702,2,2016-04-28 4:28,2016-04-28 4:33,1,-73.98957062,40.71411133,-73.95862579,40.71030426,N,345
id2150938,2,2016-02-19 14:04,2016-02-19 14:10,6,-73.96395111,40.76508713,-73.95436859,40.76605606,N,338
id0379787,2,2016-06-01 21:58,2016-06-01 22:04,2,-73.99279022,40.75307846,-73.9865036,40.76171112,N,348
id1584723,2,2016-01-04 19:03,2016-01-04 19:09,1,-73.97980499,40.75914383,-73.99347687,40.7553215,N,328
id2544826,1,2016-05-22 2:49,2016-05-22 2:54,1,-73.97175598,40.76246643,-73.9720459,40.74729156,N,330
id2546121,1,2016-02-20 21:28,2016-02-20 21:33,1,-73.99356842,40.73016357,-74.00562286,40.72383881,N,338
id0125650,1,2016-02-24 5:32,2016-02-24 5:37,1,-73.97891235,40.76179886,-73.96585846,40.76451111,N,346
id2965467,1,2016-05-23 15:56,2016-05-23 16:01,2,-73.99718475,40.72214127,-73.99108887,40.73345566,N,349
id1100785,2,2016-05-23 20:10,2016-05-23 20:16,1,-73.98466492,40.75924683,-73.99126434,40.75045395,N,331
id0766655,2,2016-06-22 18:26,2016-06-22 18:32,1,-73.97514343,40.77759171,-73.96092224,40.77547073,N,342
id1138433,1,2016-06-23 16:59,2016-06-23 17:04,1,-73.96874237,40.7991333,-73.9766922,40.78828049,N,303
id1584840,1,2016-01-20 7:53,2016-01-20 7:58,1,-73.98222351,40.76417923,-73.98873138,40.74859619,N,308
id2370045,2,2016-02-23 6:09,2016-02-23 6:15,1,-73.95579529,40.77926636,-73.97306824,40.75608063,N,338
id1558510,1,2016-02-22 6:04,2016-02-22 6:10,1,-73.99320984,40.7419548,-74.00102234,40.75187683,N,312
id2601766,2,2016-03-27 0:56,2016-03-27 1:01,1,-73.98436737,40.76921082,-73.97088623,40.76264191,N,306
id2953323,1,2016-01-04 17:51,2016-01-04 17:57,2,-73.96240234,40.77301025,-73.95800018,40.78214264,N,320
id2369517,1,2016-01-21 22:47,2016-01-21 22:52,1,-73.97918701,40.76157761,-73.97707367,40.77457047,N,305
id1535690,1,2016-06-05 0:12,2016-06-05 0:18,1,-73.98770142,40.76545334,-73.98617554,40.769207,N,339
id0375686,2,2016-06-07 20:58,2016-06-07 21:04,4,-73.97589874,40.74052048,-73.98062897,40.74774933,N,330
id3004837,2,2016-04-14 11:22,2016-04-14 11:28,1,-73.97138977,40.76377106,-73.96147156,40.76688766,N,346
id3420069,2,2016-03-07 16:41,2016-03-07 16:46,1,-73.96828461,40.76708603,-73.96856689,40.76319122,N,300
id2881793,1,2016-05-29 7:37,2016-05-29 7:42,1,-73.97360992,40.75060654,-73.97234344,40.75737381,N,319
id2009131,2,2016-04-21 18:20,2016-04-21 18:26,2,-73.98457336,40.76956177,-73.99114227,40.76050949,N,310
id2341810,1,2016-06-18 18:27,2016-06-18 18:33,1,-73.98164368,40.73693466,-73.99111938,40.72614288,N,328
id2922011,2,2016-04-25 17:56,2016-04-25 18:01,1,-73.985672,40.73556519,-73.99363708,40.73423004,N,310
id1641179,1,2016-01-17 12:28,2016-01-17 12:33,1,-73.97663879,40.76597214,-73.97882843,40.77676773,N,310
id1390428,1,2016-03-14 5:56,2016-03-14 6:01,1,-73.99033356,40.75615692,-73.98737335,40.75251007,N,302
id1766452,1,2016-02-16 14:49,2016-02-16 14:55,1,-73.97676849,40.76522446,-73.98330688,40.77536392,N,340
id1635709,2,2016-06-07 23:51,2016-06-07 23:57,1,-73.99453735,40.73149109,-73.98152161,40.74073029,N,318
id2547728,1,2016-02-10 16:52,2016-02-10 16:58,1,-73.96849823,40.76167679,-73.96549225,40.77205658,N,313
id2227903,2,2016-05-07 8:54,2016-05-07 9:00,1,-73.98874664,40.7310524,-73.98297119,40.74367142,N,312
id3098621,1,2016-06-14 7:52,2016-06-14 7:58,1,-73.97699738,40.76590729,-73.96473694,40.76817703,N,313
id3666485,1,2016-04-26 21:20,2016-04-26 21:25,1,-73.98290253,40.76342392,-73.97875977,40.76171112,N,323
id3260061,2,2016-04-24 21:28,2016-04-24 21:33,6,-73.97801208,40.78902817,-73.96736145,40.78797913,N,306
id3725305,2,2016-01-05 22:08,2016-01-05 22:13,2,-74.01382446,40.71536636,-74.00692749,40.72964859,N,306
id2702510,2,2016-04-26 22:22,2016-04-26 22:27,6,-73.98956299,40.74726105,-73.99997711,40.73186874,N,313
id2668027,1,2016-02-01 14:50,2016-02-01 14:55,1,-73.98157501,40.78101349,-73.97233582,40.78240585,N,300
id1080295,1,2016-03-11 9:04,2016-03-11 9:10,1,-73.98518372,40.7358017,-73.99208832,40.74251556,N,327
id1117491,2,2016-05-24 18:18,2016-05-24 18:24,1,-73.96361542,40.76781082,-73.95557404,40.76470947,N,318
id3568608,2,2016-01-13 14:14,2016-01-13 14:19,6,-73.95466614,40.76403046,-73.95713043,40.76829529,N,333
id0016999,1,2016-02-13 13:23,2016-02-13 13:28,1,-73.9609375,40.77246475,-73.95450592,40.78650665,N,316
id3823068,1,2016-02-20 7:22,2016-02-20 7:28,1,-73.99946594,40.74400711,-73.97891998,40.75256729,N,345
id1734248,1,2016-04-17 0:37,2016-04-17 0:42,1,-73.94519043,40.83388901,-73.93887329,40.82241821,N,319
id0924542,2,2016-06-13 21:39,2016-06-13 21:45,3,-73.98239899,40.73146057,-73.97712708,40.74332809,N,337
id0402628,1,2016-05-21 11:28,2016-05-21 11:34,1,-73.99304962,40.76293564,-73.97929382,40.76233292,N,340
id2986230,2,2016-02-05 16:29,2016-02-05 16:34,3,-73.97151947,40.76328278,-73.95458221,40.76580048,N,306
id0483936,1,2016-06-13 20:58,2016-06-13 21:03,1,-73.96534729,40.76256561,-73.97569275,40.76399994,N,303
id0961143,2,2016-03-03 17:26,2016-03-03 17:32,5,-73.97785187,40.73775864,-73.96942139,40.74932861,N,334
id1250277,2,2016-05-01 2:14,2016-05-01 2:20,1,-73.98091888,40.72954178,-73.98760986,40.73756027,N,328
id3182697,1,2016-03-15 0:40,2016-03-15 0:45,2,-73.98912048,40.74138641,-73.98530579,40.73178101,N,316
id2654059,2,2016-06-06 21:10,2016-06-06 21:15,1,-73.98429871,40.72874832,-73.9786911,40.71981049,N,316
id0654558,2,2016-03-09 0:00,2016-03-09 0:05,5,-74.0070343,40.74156189,-73.99551392,40.76218414,N,309
id3536158,2,2016-02-29 18:49,2016-02-29 18:54,3,-73.96118164,40.76010513,-73.97362518,40.74391174,N,334
id1612517,2,2016-06-11 9:23,2016-06-11 9:28,5,-73.95664215,40.78372574,-73.94806671,40.79546356,N,313
id1118533,1,2016-03-07 17:09,2016-03-07 17:15,1,-73.95436096,40.78411865,-73.95957947,40.77121353,N,345
id3498214,1,2016-01-26 0:56,2016-01-26 1:02,1,-73.96376801,40.77693558,-73.98138428,40.77909088,N,344
id3100174,2,2016-05-07 7:58,2016-05-07 8:04,1,-74.00685883,40.70553589,-74.01398468,40.71544647,N,347
id0638897,1,2016-02-23 12:49,2016-02-23 12:54,1,-73.97251892,40.75944519,-73.97727203,40.75405121,N,313
id0163818,2,2016-06-02 18:21,2016-06-02 18:26,2,-73.96949768,40.78520966,-73.98391724,40.78062057,N,332
id1781829,2,2016-03-05 17:51,2016-03-05 17:56,6,-73.96259308,40.77582169,-73.97621155,40.7759285,N,316
id1143052,2,2016-02-21 20:49,2016-02-21 20:54,1,-73.9681015,40.80068207,-73.97595978,40.78911591,N,328
id0567666,1,2016-03-24 20:39,2016-03-24 20:45,1,-73.96757507,40.7523613,-73.96250916,40.7656517,N,341
id2351119,2,2016-02-15 19:18,2016-02-15 19:24,2,-73.98738098,40.7685585,-73.97556305,40.75959015,N,337
id2616847,2,2016-01-31 10:52,2016-01-31 10:57,1,-73.96363831,40.76842117,-73.97576141,40.7637825,N,321
id1493934,1,2016-05-31 20:46,2016-05-31 20:51,1,-74.00871277,40.71424103,-73.99703979,40.71787643,N,320
id1017948,2,2016-06-07 23:41,2016-06-07 23:47,1,-74.0022583,40.73045349,-74.00086212,40.7419548,N,346
id1379484,1,2016-03-24 20:23,2016-03-24 20:28,1,-73.97668457,40.74772263,-73.96566772,40.75457764,N,334
id1502657,1,2016-05-28 19:56,2016-05-28 20:01,2,-73.99982452,40.73296738,-73.99023438,40.73458481,N,333
id2273893,2,2016-06-02 14:52,2016-06-02 14:58,6,-73.981987,40.74673843,-73.9916687,40.74465942,N,344
id2685610,2,2016-02-09 1:04,2016-02-09 1:09,3,-73.99707031,40.71452713,-73.98925018,40.72766876,N,317
id2706840,1,2016-06-25 17:25,2016-06-25 17:31,2,-73.9761734,40.74505997,-73.97509766,40.7348175,N,319
id1436570,2,2016-06-29 19:57,2016-06-29 20:03,1,-73.99095917,40.73738098,-73.99922943,40.72777939,N,337
id0614313,2,2016-02-14 19:02,2016-02-14 19:07,1,-73.97606659,40.78828049,-73.98230743,40.77510071,N,334
id3947888,1,2016-05-26 6:07,2016-05-26 6:13,1,-73.99002838,40.75632858,-73.97776794,40.75198364,N,333
id1552630,2,2016-01-01 22:56,2016-01-01 23:01,1,-73.95967865,40.7708931,-73.95262146,40.78749466,N,312
id2189336,2,2016-03-24 1:17,2016-03-24 1:23,1,-73.98919678,40.73157501,-74.00497437,40.73558044,N,327
id2822592,1,2016-03-11 19:09,2016-03-11 19:14,1,-74.00002289,40.72854614,-74.00016022,40.72044373,N,317
id3361854,2,2016-06-29 12:41,2016-06-29 12:46,1,-73.9988327,40.73465347,-74.0006485,40.74223328,N,315
id3374755,2,2016-03-13 9:30,2016-03-13 9:35,1,-74.003479,40.72519684,-73.98975372,40.72945786,N,303
id2213258,2,2016-02-28 9:10,2016-02-28 9:15,2,-73.97908783,40.75178146,-73.97663879,40.75915146,N,302
id0078894,2,2016-05-02 23:21,2016-05-02 23:27,1,-73.98845673,40.73714828,-73.97702789,40.74195862,N,343
id1534782,2,2016-03-04 8:05,2016-03-04 8:11,5,-74.01017761,40.71127319,-74.01328278,40.70384598,N,314
