Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_History_Months
14,Teacher,9387.13,866.2608333333330,7,288,13,6,25,9,6.0,1604.6,26.50493787565380,Yes,41.932233965046800,30.64556511492900,304.0482842533580,Standard,151
41,Architect,35873.36,2922.4466666666700,9,5,18,3,27,15,11.0,2336.04,31.01114408857340,Yes,20510.0,130.46864614089400,354.3558248144550,Poor,227
29,Writer,19212.79,1817.065833333330,6,8,18,4,27,9,11.0,1755.06,33.123340549087800,Yes,48.503602508090700,35.68320356417020,347.51977726107200,Poor,200
36,Entrepreneur,62932.48,5437.373333333330,6,10,23,4,9,20,13.0,2412.6,39.23517976322060,Yes,139.38084217230800,60.25709338078650,584.0993977802380,Poor,97
44,Engineer,72322.52,5982.876666666670,8,5,20,7,21,22,10.0,1872.04,31.98910780825490,Yes,407.50747459176900,230.75230388537900,210.02788818951900,Poor,198
28,Mechanic,139538.32,11455.193333333300,2,5,8,,15,14,7.0,706.54,36.95987469624240,No,255.09726061795200,86.3349302926932,1044.087142422690,Standard,270
41,Doctor,45238.04,3937.836666666670,7,6,7,7,25,9,13.0,1017.45,29.498097410649200,Yes,147.6953289325790,119.96256215439200,376.125775579696,Good,116
36,Teacher,133377.21,11114.7675,0,5,5,2,1,5,3.0,1131.7,41.35716102501340,No,171.9485432378250,407.74328350690500,811.7849232552690,Poor,273
34,Journalist,17791.55,1587.6291666666700,10,6,34,8,32,15,11.0,1682.62,33.41207810650050,Yes,116.52718356334000,54.49633363075470,237.73939947257200,Poor,137
32,Engineer,41655.16,3743.263333333330,3,4,5,2,29,19,4.0,1240.64,27.354977482250100,No,66.91250933776810,157.74193528020000,399.6718887153650,Standard,347
25,Accountant,36753.32,3164.776666666670,9,10,32,4,18,12,6.0,2153.46,27.54923837959330,Yes,117.85177813802000,33.351869070794900,405.27401945785100,Poor,111
41,Developer,75602.28,6185.19,8,3,1,4,23,13,1.0,957.62,28.946752604864300,No,244.88850016101000,,244.16240948910300,Good,236
52,Lawyer,41113.35,3325.341838408400,1,3,9,2,3,0,1.0,716.71,35.646555807178400,No,189.1789902212220,61.700482128464800,467.7024392419140,Good,348
52,Scientist,80362.35,6908.8625,5,5,16,4,22,11,6.0,60.04,40.46171193144620,Yes,166.41178185037800,273.0731424126500,501.4013257369720,Good,344
21,Scientist,32107.52,2537.6266666666700,9,9,2869,3,24,24,9.0,1295.13,22.814326654649300,Yes,70.57182301264680,330.8657884109900,142.32505524303000,Poor,94
45,Entrepreneur,68056.56,5540.38,10,8,23,6,51,14,9.0,1681.16,34.04755050412020,Yes,324.34475246407300,127.72428780102100,341.96895973490600,Poor,116
30,Engineer,40580.24,3496.686666666670,6,4,6,7,25,8,9.0,2371.53,38.113793390634300,Yes,184.2774332753320,157.6055321540050,267.7857012373300,Standard,141
44,Doctor,14080.81,1142.4008333333300,3,5,30,4,8,17,10.0,1334.8,30.97426319125980,Yes,33.34129603525360,144.57970921415200,226.31907808392800,Poor,134
27,,48428.10000000000,4242.675000000000,6,5,34,9,39,20,9.0,4152.95,39.44542052469010,Yes,192.0799905277090,124.52359025946800,367.66391921282300,Standard,67
17,Accountant,49250.73,4131.2275,9,7,21,6,59,19,15.0,2231.92,26.94574663522960,Yes,206.5019194017260,95.4372741215044,361.18355647677000,Poor,142
23,Journalist,42384.08,3296.0066666666700,3,4,4,0,19,19,5.0,887.44,37.337531551291500,No,0.0,257.18949293901300,362.4111737276540,Poor,287
22,Teacher,8086.58,823.8816666666670,3,8,22,2,12,20,10.0,2468.2,29.735024518089200,Yes,7.913043411570560,41.81254450758860,312.6625787475080,Poor,115
20,Writer,49178.48,3972.206666666670,8,4,9,4,14,17,1.0,1484.58,36.416519554751300,,116.01944880009900,,267.8872084275820,Standard,314
33,Accountant,9009.775,692.8145833333330,8,5,26,3,7,8,8.0,1941.95,31.594060056479000,Yes,21.468536453376600,32.849438835958900,284.9634830439980,Poor,163
19,Architect,89388.72,7695.06,4,6,1371,1,6,5,0.0,1030.1,31.693422814980000,,64.35336648298870,187.58038732945700,757.5722461875540,Good,377
26,Teacher,39471.98,3166.331666666670,5,3,21,4,10,12,8.0,2244.32,32.03106779671370,Yes,77.35697330274640,102.9360052472740,386.34018811664700,Poor,166
22,Writer,49598.67,3860.2225,7,5,20,6,40,23,8.0,3097.13,30.827283057880600,Yes,207.7121517476320,95.53497103532250,322.77512721704500,Poor,158
28,Mechanic,15322.45,1536.8708333333300,9,8,26,7,26,20,10.0,2669.46,30.806312402766100,Yes,65.97295417586390,63.78299522432020,303.93113393314900,Standard,169
32,Accountant,26217.46,1930.7883333333300,8,3,18,2,9,16,4.0,1135.43,31.07924405524860,Yes,27.045547412550300,81.98283734579530,334.05044857498800,Standard,327
45,Developer,63501.72,5471.81,9,8,21,2,18,20,13.0,2056.37,24.3423678171845,Yes,105.23868742935800,265.2056649688740,436.73664760176800,Poor,123
50,Mechanic,29097.82,2398.818333333330,6,6,11,4,13,14,1.0,1079.72,33.454128261532200,Yes,82.27811007745730,51.99380219162440,365.6099210642520,Standard,203
24,Journalist,71809.76,6168.1466666666700,7,7,17,8,52,15,7.0,4439.92,37.68479649555670,,297.91768403000600,268.2478458778530,310.64913675880800,Poor,79
20,Journalist,20066.6,1732.2166666666700,7,3,10,4,20,9,6.0,491.75,35.17693410241470,Yes,45.60538387293010,118.29339018043700,279.32289261330000,Standard,208
30,Scientist,148990.16,12474.846666666700,3,7,3,3,15,7,2.0,407.6,36.0104493205095,,267.36596052619400,258.9601766647730,971.1585294756990,Good,347
43,Lawyer,9735.115,695.2595833333340,7,5,16,,41,20,7.0,3500.59,36.51790727762110,Yes,53.89565261827460,38.280494463621000,267.3498112514380,Standard,11
50,,148786.04,12492.836666666700,4,4,4,3,11,14,2.0,399.45,39.540861708343700,No,237.4135108898020,,1075.545827599500,Good,289
24,Journalist,58940.76,4806.73,5,3,18,6,19,17,7.0,348.7,33.15569817549620,,231.39400350596500,266.06269221287100,273.2163042811640,Standard,172
27,Mechanic,37983.12,3398.26,7,5,32,2,31,28,6.0,1629.11,26.601322497427300,,50.43795578483840,306.59740404984900,252.790640165313,Poor,109
33,Writer,8312.495,893.7079166666670,6,4,12,4,20,17,8.0,1803.31,35.51049785919360,,20.156251743535700,29.121348969484800,300.09319095364600,Standard,152
32,Journalist,120348.8,10268.066666666700,7,5,8,4,29,16,1.0,166.0,27.259767172106600,Yes,299.08498360341600,528.0931781453970,479.6285049178540,Poor,368
20,Media_Manager,77936.01,6734.6675,5,6,15,3,9,10,5.0,314.62,34.898228805373400,Yes,147.1020815985070,157.5549738726510,618.8096945288420,Standard,274
33,Accountant,177887.8,14828.983333333300,4,3,3,0,2,6,2.0,925.47,39.32007884444300,No,0.0,236.68368553757300,1496.2146477957600,Standard,320
28,Writer,20677.0,1843.083333333330,3,5,4216,5,34,20,8.0,2374.04,34.10755719212750,,53.35272172326510,107.49215065244700,313.46346095762200,Poor,230
45,Mechanic,63093.32,5212.776666666670,4,3,7,3,18,15,6.0,1441.44,37.22393664690740,Yes,46534.0,486.94349677124200,203.48372961485700,Standard,100
19,Manager,127491.48,10731.29,5,1,1,4,4,9,4.0,563.31,26.996154301723400,No,287.1611884608100,357.096005336859,688.8718062023310,Good,280
19,Engineer,35322.24,2805.52,4,4,6,3,11,3,2.0,907.76,35.20980306831570,,61.72578801827050,147.5924357930870,331.23377618864200,Good,362
19,Media_Manager,40327.22,3595.601666666670,5,5,7,0,13,0,4.0,1073.76,26.86094156926580,,0.0,113.91894810928700,495.6412185573790,Standard,264
42,Doctor,99480.44,8532.036666666670,8,5,17,3,27,5,1.0,1287.76,31.124641999433500,No,163.58884678932200,461.655106287766,497.9597135895790,Standard,296
37,Scientist,34773.31,2878.775833333330,1,5,6,2,0,0,4.0,82.07,39.79924590149030,No,52.23056183317050,294.0490957920930,231.5979257080700,Good,276
34,Lawyer,31741.57,2858.130833333330,4,4,15,,23,8,7.0,1231.17,24.356681163727000,Yes,16.904100749323600,122.98982067352000,405.9191619104900,Standard,385
28,Journalist,17273.83,1281.4858333333300,9,7,31,5,23,20,11.0,2195.01,23.49873406445570,Yes,47.9020886887389,77.26025522802650,282.98623941656800,Poor,172
22,Mechanic,101723.52,8608.96,8,5,15,3,26,18,4.0,526.56,23.811571925791800,Yes,134.5816707081860,558.1271964838870,448.187132807927,Standard,222
14,Architect,15868.97,1446.414166666670,7,9,31,9,33,15,13.0,4972.01,29.45825328446890,Yes,62.59167174282870,176.52431929528200,195.52542562855600,Poor,105
54,Developer,25506.53,2194.030868202230,3,6,10,2,29,10,1.0,43.06,39.89104146127990,No,161.44651641232700,133.43795063946800,329.28324807931100,Standard,242
35,Lawyer,18843.62,1603.3016666666700,7,6,7,5,5,9,7.0,1266.84,32.652469635332600,Yes,54986.0,26.166998472139500,340.52217932356300,Poor,233
39,Developer,31700.08,2710.6733333333300,10,7,29,8,54,15,12.0,4031.88,30.95497536595940,Yes,58494.0,317.44182605433700,54.211478476657700,Standard,25
35,Journalist,71223.92,5713.326666666670,6,10,19,,23,26,10.0,1917.13,36.09197475973490,,242.15914693765800,137.28125003596000,431.89226969304900,Poor,72
53,Scientist,85875.8,7256.3166666666700,1,5,4,2,6,4,3.0,651.09,33.45380206829680,No,110.58736229894900,,489.9117050446970,Poor,277
27,Developer,25795.97,1932.664166666670,3,5,10,2,13,15,1.0,642.22,32.26466426185230,Yes,35.92761913091170,34.631842660701100,372.706954875054,Standard,290
24,Mechanic,87957.02,7453.751666666670,2,5,9,4,9,0,2.0,811.01,38.10751574565760,No,195.91370327666600,323.4398032398440,516.0216601501560,Poor,237
25,Entrepreneur,33063.59,2741.2991666666700,8,3,6,7,11,18,5.0,788.4,36.70284342267140,Yes,143.7567213449990,220.9558157773550,189.41737954431200,Standard,212
38,Teacher,84660.74,7046.061666666670,4,4,12,1,11,2,3.0,702.26,34.754581102337000,No,60.86361531697020,104.30813370286000,779.4344176468370,Good,327
33,Engineer,77335.86,6164.655,3,4,19,4,29,20,4.0,284.69,29.627550378954400,,239.01787644323300,105.9147871572790,521.5328363994880,Standard,353
25,Writer,23613.43,2202.785833333330,6,7,6,3,12,10,4.0,428.67,37.00171333539500,,46.7383065427455,141.552675204028,301.9876015865600,Standard,330
18,Lawyer,15325.73,1181.1441666666700,6,8,30,5,33,21,9.0,4445.87,28.10882335061400,Yes,61.85078441490700,27.159143732247100,279.10448851951300,Standard,138
40,Musician,68110.83,5469.9025,5,7,9,3,23,14,1.0,147.77,25.209840919423600,Yes,102.6910617874960,371.6330738080410,352.6661144044630,Standard,363
44,Entrepreneur,16053.86,1196.8216666666700,8,6,24,5,24,19,8.0,2107.76,40.58336601046830,Yes,44.86029054336600,76.58578345958560,258.236092663715,Poor,188
51,Entrepreneur,169141.6,14373.133333333300,3,751,6,,1,6,1.0,242.61,33.70726934935330,No,102.46142384222300,351.86365394460500,1222.9882555465100,Good,273
19,Musician,42870.21,3523.5175,7,7,25,6,46,17,7.0,2757.48,35.54385962195970,Yes,122.48267028579300,150.49692745190400,339.37215226230400,Standard,68
35,Teacher,128189.37,10390.4475,2,7,7,2,8,3,1.0,913.1,35.51808810210380,No,153.26900867974300,147.8246926428890,977.9510486773690,Good,374
36,Scientist,15323540.0,4688.115,7,5,19,4,24,12,5.0,259.63,27.104818799071100,No,105.85330620963600,305.2419862174560,347.7162075729090,Good,278
50,Doctor,24667.16,2284.596666666670,8,6,16,3,10,15,5.0,722.02,38.26202195857580,Yes,49.23739807081450,128.30104697308200,320.92122162277000,Poor,238
32,Lawyer,62757.12,5033.76,8,8,18,9,52,22,12.0,3754.18,26.97335365263440,Yes,467.8454156770470,121.3725621886620,154.15802213429200,Standard,71
40,Mechanic,9767.32,872.9433333333330,5,7,3,1,18,18,3.0,327.25,29.89973750984610,No,7.867825937727770,,294.9582276334700,Good,189
31,Doctor,14292.96,1096.08,8,7,23,9,55,21,11.0,1975.27,29.15968136744390,Yes,78.22962898056790,69.43408184174350,251.94428917768900,Poor,98
37,Developer,8571.29,514.2741666666670,8,7,24,9,53,25,6.0,1716.56,29.124924592013200,Yes,42.827855239035300,0.0,249.67021859378700,Poor,145
33,Journalist,89239.35,7680.6125,0,4,11,0,6,3,1.0,590.29,37.02770771399290,No,0.0,76.37921818674190,931.6820318132580,Standard,283
47,Mechanic,98962.77,8044.897500000000,5,6,8,,10,9,0.0,599.54,32.11042979624070,No,98.61147339846190,188.11738776684800,777.7608888346900,Good,313
16,Entrepreneur,33082.87,2785.9058333333300,5,3,12,,17,16,7.0,576.44,24.78933546736540,Yes,78.16490662396730,110.350638265348,360.0750384440180,Standard,225
38,Writer,10030.52,696.8766666666670,10,9,27,8,46,19,11.0,4812.08,36.338337995832600,Yes,52.410230157087800,27.096189370824600,250.18124713875400,Poor,145
16,Lawyer,15823.87,1067.6558333333300,8,6,23,9,45,24,10.0,3703.96,25.58834082396790,,87.3234231745898,99.07399074310510,200.3681694156380,Standard,115
17,Architect,63149.2,5121.433333333330,7,10,19,,20,20,10.0,3656.46,33.06115298380490,Yes,233.6021768072560,124.7600577223290,393.7810988037490,Standard,79
39,Doctor,34680.44,2730.6099918316900,3,3,18,0,20,9,5.0,551.18,39.785111671496400,Yes,405.4266748349810,216.05833095915100,387.54533570751500,Standard,329
46,Teacher,68375.37,5914.947500000000,6,3,17,1,20,12,1.0,804.61,39.39390712768610,No,38.40824349011480,411.7483885703300,431.3381179395550,Standard,364
46,Journalist,115827.92,9459.326666666670,7,6,17,2,14,8,3.0,291.71,35.443442488018900,No,141.92313260895600,280.30890339315700,773.7006306645540,Standard,206
33,Scientist,12025.84,961.1533333333330,7,5,2136,2,11,11,6.0,1188.36,38.46751491772120,Yes,18.2471612871006,69.83323390626830,278.0349381399640,Standard,332
43,Architect,14439.41,956.2841666666670,3,5,8,0,12,6,2043.0,1238.5,27.96817956421520,No,0.0,,306.8233366363690,Good,399
34,Entrepreneur,20516.18,1766.6816666666700,5,7,17,4,8,14,1.0,232.52,34.33247788067730,No,56.37071107419770,38.66761446620710,321.62984112626200,Standard,220
37,Journalist,15590.68,1298.2233333333300,7,9,26,9,47,17,7.0,4746.44,30.22497672440670,,92.8893648423952,144.56811395207700,182.3648545388610,Standard,161
21,Journalist,103968.39000000000,8612.0325,3,7,6,1,9,9,3.0,1234.59,26.326126963738000,No,73.63741342979710,505.0534281680400,562.5124084021630,Standard,215
39,Writer,65934.22,5454.518333333330,5,7,7,0,15,15,4.0,1123.0,25.22722062858160,,0.0,119.01996073285900,686.4318726004740,Standard,256
54,Writer,76046.25,6082.1875,7,3,16,3,19,18,4.0,91.84,33.602647130318700,Yes,172.98551542126700,135.6846878280030,539.5485467507300,Standard,366
43,Writer,17602.93,1176.9108333333300,9,10,29,6,47,17,7.0,2158.18,26.05116358836480,Yes,46.777519182268,130.92354160125700,229.9900225498080,Poor,207
23,Media_Manager,70779.18,5861.2650000000000,0,3,9,4,14,0,4.0,1340.31,31.77394646280220,No,131.34831160336700,546.1978568170270,188.5803315796050,Standard,251
27,,20373.24,1845.77,4,6,21,2,19,9,8.0,1517.43,36.44964396815660,Yes,21.476498190130100,117.11653951226200,335.98396229760800,Poor,230
28,Teacher,20377.7,1659.1416666666700,6,5,15,2,21,17,6.0,1490.65,25.498827232931400,Yes,29.92158094492280,115.4713384428590,300.52124727888500,Poor,130
42,Entrepreneur,35064.5,2949.041666666670,10,7,33,7,38,21,15.0,2543.44,34.37142752794060,Yes,132.2560664105900,75.32121024070100,327.3268900153760,Poor,112
15,Manager,49441.62,4419.135,9,10,15,5,54,17,7.0,3119.6,36.90104012675910,Yes,176.48402845591400,178.04775832478400,337.3817132193030,Poor,8
20,Entrepreneur,73842.33,5927.5275,4,5,5,3,27,18,4.0,344.09,37.59178969904830,No,112.5848146399720,210.45036110498600,519.7175742550430,Standard,230
42,Lawyer,36151.31,2868.609166666670,1,3,12,3,3,6,8.0,563.28,30.407104811571400,No,54.78797361796780,148.97569112177400,343.0972519269250,Standard,284
40,Writer,20081.52,1454.46,6,6,22,2,26,15,12.0,2468.95,26.94954251858660,,30.870010876289500,101.19053245168000,283.38545667203100,Poor,219
34,Doctor,110721.66,9259.805,3,7,15,4,13,14,4.0,281.42,33.7600767593903,No,209.24544851015500,244.99103826642600,731.7440132234190,Standard,311
51,Lawyer,35724.37,3149.0308333333300,5,3,7,4,27,12,1.0,18.29,37.82317122684200,No,86.1350973591329,77.1384962399757,401.62948973422500,Poor,298
31,Entrepreneur,18793.34,1612.111666666670,0,7,8,2,7,6,1.0,863.66,29.191741969811900,No,27.301337081418200,59.0095647442498,334.9002648409990,Poor,341
34,Scientist,27156.59,2160.0491666666700,6,4,7,3,12,3103,0.0,787.21,36.639979316851900,No,64.97075972011930,143.86963326895400,297.16452367759300,Standard,191
33,Teacher,14851.27,1462.605833333330,8,9,30,6,57,25,8.0,2867.66,27.87897194853590,,43.23479313919080,50.670455368677400,332.3553348254650,Poor,136
27,Scientist,14276.64,1397.72,7,8,18,7,43,18,7.0,4400.77,36.699206929302700,Yes,51.69662378612410,153.93378559851500,224.14159061536100,Poor,156
35,Writer,56643.04,4479.253333333330,6,5,94,2,10,15,8.0,1254.91,36.001763114232200,No,76.55115343481540,600.9286945129510,60.44548538556650,Standard,295
24,Mechanic,64249.44,5428.12,7,7,24,7,24,13,11.0,1450.31,29.173058285020800,Yes,31318.0,123.5249193202490,429.8068429633150,Poor,170
22,Musician,15680.0,1571.666666666670,7,9,16,4,38,16,11.0,1823.34,33.87545207712560,Yes,28988.0,89.21080479945440,330.90309757226600,Poor,213
32,Journalist,34153.67,2702.1391666666700,6,7,17,2,23,14,4.0,226.31,36.93757779739690,,50.052619019361900,34.514158203723100,435.64713944358200,Good,231
33,Teacher,16599.37,1099.2808333333300,6,3,22,2,13,10,6.0,1251.25,29.657957877946100,Yes,17.322016536664900,,292.4680430536820,Standard,246
36,Engineer,158757.88,13111.823333333300,3,5,4,4,12,0,4.0,1317.48,43.24316566802930,No,324.83451584779600,247.69718728340300,998.6506302021350,Poor,268
45,Developer,86446.44,7309.87,0,2,7,1,0,0,6.0,1396.41,42.15568435875550,No,53.20448799505710,177.60869671949800,740.1738152854450,Standard,220
27,Entrepreneur,76113.09,6281.7575,7,6,16,0,12,16,5.0,1127.46,38.684503974627100,,0.0,224.03841173908000,654.1373382609200,Standard,330
45,Teacher,9786.86,951.5716666666670,9,10,18,2,58,17,6.0,2149.9,26.355002952276900,Yes,11.564437453875700,39.29555558624560,334.29717362654500,Standard,78
26,Media_Manager,17028.31,1663.0258333333300,4,2,4,0,2,1,5.0,43.02,27.242412972071900,No,0.0,40.366382107705300,385.93620122562800,Good,367
48,Engineer,33835.16,2807.596666666670,5,3,13,3,22,19,1.0,1353.86,26.08812166526600,No,68.07297826478220,90.6653417180072,402.0213466838770,Standard,331
39,Developer,15968.14,1380.678333333330,7,7,21,9,37,19,12.0,4912.8,24.91152873224330,Yes,77.99711821646060,58.67137765679270,251.39933746008000,Poor,142
40,Entrepreneur,74499.6,5910.3,6,5,7,4,10,17,11.0,235.27,27.342009007315900,Yes,171.1457122502190,117.93429237020700,541.9499953795740,Standard,239
46,Architect,170131.24,14153.603333333300,5,3,4,0,10,9,6.0,798.78,45.04290531360430,No,0.0,366.8730060156940,1298.487327317640,Standard,375
17,Engineer,15359.33,1557.944166666670,7,5,13,6,24,10,4.0,1631.85,24.86671881643570,Yes,54.006092138202700,117.7331129488120,264.0552115796520,Standard,175
31,Architect,16154.25,1273.1875,8,8,29,5,28,20,15.0,1426.76,26.02930808045070,Yes,33.767386483048300,93.54133290094340,280.01003061600800,Poor,197
37,Scientist,28050.2,2443.516666666670,6,5,33,7,28,19,11.0,3534.02,23.84401976749430,,143.79285053936700,305.3311092893060,85.22770683799370,Poor,98
35,Teacher,98887.41,8176.6175,0,5,1,1,9,2,5.0,1496.8,40.63093780069670,No,67.18817914523070,401.9003321126120,638.5732387421570,Poor,271
26,Developer,8879.57,557.9641666666670,9,10,24,7,15,23,12.0,2424.49,26.275743837653900,Yes,27.98083520060330,19.77466640947660,288.0409150565870,Standard,74
45,Engineer,51200.46,4108.705,7,9,22,5,48,22,7.0,4126.76,34.75297068277090,Yes,151.50227075320100,,410.385130061326,Poor,161
45,Mechanic,85720.48,6999.373333333330,7,6,16,4,18,18,2056.0,707.08,25.760663006090800,Yes,171.47714995402200,79.66495101074240,688.795232368569,Poor,210
38,Writer,28315.74,2427.645,10,8,23,3,59,23,14.0,2207.45,34.08507997079520,Yes,56.35493881049970,90.2295311371392,386.18003005236100,Standard,226
38,Developer,91642.4,7468.866666666670,7,5,6,1,23,8,0.0,543.2,34.211287545064800,No,42.03790094859590,249.08651190621300,705.762253811858,Standard,308
38,Musician,7109.175,536.43125,5,10,16,3,20,17,6.0,2098.55,32.314451325217100,Yes,17.215553743622800,36.5080072428555,289.91956401352200,Poor,209
45,Entrepreneur,65793.66,5616.805,6,3,11,4,22,19,5.0,1494.35,25.283840101631300,Yes,113.275762414721,362.9679098880590,345.43682769722000,Standard,143
39,Accountant,8317.345,678.1120833333330,3,5,9,2,24,17,10.0,457.13,22.870560467843100,Yes,11.468958466490200,90.49853366383880,255.84371620300400,Standard,229
33,,43655.04,3794.92,5,7,5,4,10,3,0.0,97.41,36.52766169376240,No,131.23623588219500,49.59684044302700,438.65892367477800,Poor,351
41,Accountant,14962.35,958.8625,7,9,33,8,26,20,12.0,1945.68,27.65016838894580,Yes,67.46163206909780,36.58592314606750,241.83869478483500,Poor,242
38,,101977.44,8475.12,3,3,20,6,10,17,528.0,393.75,33.58223090410050,Yes,398.41193790314600,198.91405551219200,490.1860065846620,Good,108
49,Lawyer,102080.46,8299.705,5,6,10,4,14,15,1.0,89.98,22.69290583288150,Yes,223.3990346080030,642.5761871717530,243.9952782202440,Standard,290
25,Lawyer,3162384.0,1291.8150000000000,8,6,22,2,51,15,6.0,2532.71,24.45330769635110,Yes,16.48682869445060,111.51782506212200,291.1768462434280,Poor,198
34,Musician,107275.71,9188.6425,6,7,6,0,20,10,1.0,174.76,28.15874255404470,No,0.0,209.49458008537300,959.3696699146280,Good,207
56,Journalist,24018.71,1799.559166666670,4,4,5,3,23,14,3.0,1440.63,40.52825135574940,No,43.67036538533900,53.626723321920200,352.6588279594070,Standard,323
56,Engineer,107458.2,8698.85,8,3,7,1,17,10,1.0,244.5,42.69458378675730,No,89.4060083598189,378.111801188661,682.3671904515200,Good,388
29,Architect,32900.5,2625.708333333330,4,5,4,2,1,12,0.0,47.18,40.10209763255880,No,32.068617881349400,212.20862513538100,308.29359031660300,Poor,278
31,Doctor,17161.57,1585.1308333333300,6,3,9,4,23,10,11.0,743.2,26.06659419409460,Yes,47.25462667053960,26.739779846498700,324.51867681629500,Standard,204
18,Media_Manager,39242.58,3332.215,10,8,27,5,41,16,8.0,3861.66,24.28751714733330,Yes,110.11908972966100,402.7000087196670,110.40240155067300,Poor,74
43,,31645.66,2676.1383333333300,4,4,4,2,25,14,399.0,807.06,36.08719192141360,No,34.25754124687310,360.11756045868600,163.2387316277750,Good,320
25,Lawyer,92428.83,7799.4025,5,6,17,0,14,22,5.0,1396.62,26.908901760262000,Yes,0.0,219.7733124291090,820.1669375708910,Poor,312
38,Manager,41925.32,3442.840163187170,7,7,17,4,43,12,8.0,1450.92,30.947995141423700,Yes,364.0149461771920,150.4560159752030,366.943207993768,Poor,228
42,Architect,132861.6,11243.8,5,7,4349,1,29,11,8.0,1055.32,23.09168631752080,Yes,66.60372897499800,1152.9752792283700,184.80099179663600,Standard,195
42,Lawyer,107451.03,9204.2525,0,5,11,1,7,10,3.0,671.46,33.69260550020000,,68.48670349412910,307.68659444146300,824.2519520644080,Good,326
28,Writer,12723.325,1183.2770833333300,4,7,13,3,14,5,0.0,387.78,29.16546242875050,No,29.270265039462800,48.001600457446800,311.05584283642400,Standard,268
38,Accountant,12062.27,1195.1891666666700,4,3,13,3,14,16,10.0,1334.81,35.710118245286000,Yes,21.40873561248020,,288.6842097886300,Standard,237
41,Lawyer,79367.94,6535.995,3,4,5721,0,6,15,4.0,1137.41,26.741366317626100,,0.0,80.65860805741620,822.9408919425840,Good,280
30,Mechanic,84374.12,7204.176666666670,8,7,9,3,8,11,2.0,1000.76,33.5461950916677,Yes,145.23172617633700,107.33059337788000,717.8553471124490,Standard,266
53,Scientist,103049.46,8408.455,4,6,6,3,23,6,0.0,849.98,33.19776047929530,No,255.2077858106890,102.97168203654800,722.6660321527620,Poor,214
25,Journalist,32218.68,2813.89,3,5,5,1,1,9,6.0,94.27,34.497088622347900,,24.02792788448880,34.54767174843240,462.8134003670790,Good,207
46,Architect,22032.74,2079.0616666666700,7,329,18,3,30,17,3.0,355.4,32.93851024551080,,45.83656655459550,151.94729988170000,280.12230023037100,Standard,244
51,Entrepreneur,19514.52,1874.21,3,3,10,2,27,14,0.0,170.66,32.68171164180290,Yes,20.22750020326070,134.52508566385900,322.6684141328810,Standard,261
38,Media_Manager,87070.0,7295.833333333330,8,7,10,0,12,12,4.0,381.06,26.8598984887289,Yes,0.0,165.78991430024600,803.7934190330880,Standard,305
22,Scientist,27347.9,2499.991666666670,8,3,7,1,10,8,6.0,1274.89,38.14234017632030,Yes,13.306162533255400,103.74972268835900,382.94328144505200,Standard,152
42,Writer,47899.86,3852.655,3,5,23,4,13,12,11.0,2359.68,33.96777017164190,Yes,137.97591889523900,76.04287516212900,421.2467059426320,Poor,148
18,Engineer,40492.58,3275.3816666666700,7,10,28,7,36,15,13.0,1442.56,38.03305773590680,,177.8171897664590,61.929450498605700,327.79152640160300,Poor,111
29,Lawyer,20334.43,1541.5358333333300,5,6,21,3,27,11,12.0,2400.74,39.004726399472000,Yes,45.711720815156400,56.42366927171770,342.01819324645900,Poor,231
31,,33409.33,2529.1108333333300,4,7,5,3,5,1841,5.0,812.01,37.81962394796940,Yes,46.129408623488600,186.84126893380800,299.94040577603700,Poor,245
41,Lawyer,15551.6,1315.9666666666700,6,3,13,6,8,10,6.0,1901.28,25.223640117267600,Yes,39.55843134427610,107.67840798335600,264.35982733903500,Standard,191
22,Teacher,88220.12,7146.676666666670,2,1,11,0,12,0,1.0,617.85,30.32030731947810,No,0.0,229.61733336064200,745.0503333060240,Standard,368
51,Musician,138142.16,11719.846666666700,0,5,2,4,3,4,3.0,174.79,24.233750947522600,No,345.74156903869400,496.80088047451800,579.4422171534550,Standard,212
27,Manager,56714.52,4561.21,7,10,29,4,40,19,12.0,1796.88,27.928768397481500,Yes,165.3355529342200,146.18476488961700,394.6006821761630,Poor,212
52,Entrepreneur,100058.19,8529.1825,7,5,5,4,14,15,6.0,1109.15,32.462726042536000,Yes,320.7675610736530,163.31495372890600,618.8357351974410,Standard,194
23,Media_Manager,86676.39,7198.0325,7,5,5,7,29,19,6.0,1066.91,30.237833662482800,Yes,453.70346622271900,493.1325298651080,52.967253912172800,Standard,103
26,Manager,26281.03,2440.085833333330,8,3,16,3,30,23,7.0,267.49,28.94423700968010,Yes,46.426161607393700,52.47786892802670,395.1045527979130,Standard,192
39,Teacher,14407.92,913.66,10,8,30,6,59,24,11.0,4283.59,29.711016589347100,Yes,67.22055998304460,61.73669850349340,242.4087415134620,Standard,2
27,Musician,22332.29,1977.0241666666700,6,7,5717,3,27,9,2.0,716.83,31.686299837522800,,34.53849859746840,82.34762053637890,370.81629753281900,Standard,330
